Plant ,Phytochemical,PubChemCID,PMID,Other Ref
Morus alba,kaempferol,5280863,22967667,
Morus alba ,kaempferol,5280863,22605997,
Morus alba,butein,5281222,22967667,
Morus alba ,isobavachalcone,5281255,25514545,
Morus alba,albafuran A,5281297,24216050,
Morus alba,mulberrofuran A,5281332,24216050,
Morus alba,esculetin,5281416,22383249,
Morus alba,esculetin,5281416,22383249,
Morus alba ,aesculin,5281417,25308652,
Morus alba,morin,5281670,21130832,
Morus alba,morin,5281670,22967667,
Morus alba ,morin,5281670,25308652,
Morus alba,morusin,5281671,24417147,
Morus alba,morusin,5281671,17672337,
Morus alba,morusin,5281671,25422054,
Morus alba ,myricetin,5281672,22605997,
Morus alba,oxyresveratrol,5281717,24422388,
Morus alba,oxyresveratrol,5281717,24023529,
Morus alba,(E)-oxyresveratrol,5281717,24912117,
Morus alba,oxyresveratrol,5281717,23433072,
Morus alba,oxyresveratrol,5281717,22967667,
Morus alba,oxyresveratrol,5281717,22715725,
Morus alba,oxyresveratrol,5281717,20297841,
Morus alba,oxyresveratrol,5281717,24551827,
Morus alba,"2,3',4,5'-tetrahydroxystilbene",5281717,12715091,
Morus alba ,ellagic acid,5281855,25308652,
Morus alba ,astragalin,5282102,25514545,
Morus alba,moracin E,5319888,25981820,
Morus alba,cudraflavone B,5319925,24901948,
Morus alba,kuwanon C,5481958,24901948,
Morus alba,morusinol,5481968,22472211,
Morus alba,morusinol,5481968,24901948,
Morus alba,cyclomorusin,5481969,25981820,
Morus alba,mulberroside A,6443484,24422388,
Morus alba,mulberroside A,6443484,24023529,
Morus alba,cis-mulberroside A,6443484,21046687,
Morus alba,mulberroside A,6443484,21046687,
Morus alba,mulberroside A,6443484,16313926,
Morus alba,mulberroside A,6443484,22967667,
Morus alba,mulberroside A,6443484,20297841,
Morus alba ,"3,5-dicaffeoylquinic acid",6474310,19241543,
Morus alba ,3-O-caffeoylquinic acid methyl ester,6476139,24974468,
Morus alba,cryptochlorogenic acid,9798666,24354197,
Morus alba ,4-O-caffeoylquinic acid,9798666,24974468,
Morus alba ,morachalcone A,9862769,25514545,
Morus alba,3-epi-fagomine,10290867,11559112,
Morus alba,kuwanon E,10342292,24901948,
Morus alba,mulberrofuran Y,10621441,24901948,
Morus alba,sanggenol L,11796489,25981820,
Morus alba,kuwanon T,15231527,25981820,
Morus alba,sanggenol A,15233693,25981820,
Morus alba,mulberrofuran H,20056162,24901948,
Morus alba,steppogenin,21596130,24912117,
Morus alba,sanggenon H,21721850,24901948,
Morus alba,sanggenon F,42608038,25981820,
Morus alba,sanggenon N,42608044,25981820,
Morus alba,sanggenol O,42608050,25981820,
Morus alba ,delphinidin 3-rutinoside,44256887,24964353,
Morus alba ,petunidin 3-rutinoside,44256957,24964353,
Morus alba ,malvidin 3-rutinoside,44256981,24964353,
Morus alba,morusignin L,44258298,24417147,
Morus alba ,divaricataester A,101866713,24974468,
Morus alba,soroceal,102339032,24901948,
Morus alba ,epigallocatechin,10425234,25308652,
Morus alba ,taxifolin,12309272,19241543,
Morus alba ,cyanidin 3-rutinoside,14034150,24964353,
Morus alba,moracin O,14539883,24417147,
Morus alba,p-coumaric acid,1549106,24354197,
Morus alba ,p-coumaric acid,1549106,25308652,
Morus alba ,p-coumaric acid,1549106,22605997,
Morus alba,chlorogenic acid,1794427,24354197,
Morus alba ,chlorogenic acid,1794427,25308652,
Morus alba ,chlorogenic acid,1794427,22605997,
Morus alba ,chlorogenic acid,1794427,19241543,
Morus alba,mulberrofuran G,196583,25981820,
Morus alba ,gallocatechin gallate,199472,25308652,
Morus alba ,kaempferol 3-O-rutinoside,20055286,18412362,
Morus alba,luteolin 7-O-glucuronide,25245094,23270943,
Morus alba,1-deoxynojirimycin,29435,24333478,
Morus alba,1-deoxynojirimycin,29435,11559112,
Morus alba,1-deoxynojirimycin,29435,25778928,
Morus alba ,1-deoxynojirimycin,29435,11559112,
Morus alba,4-hydroxycinnamic acid,322,22967667,
Morus alba,calystegine B2,384346,11559112,
Morus alba ,calystegine B2,384346,11559112,
Morus alba ,epigallocatechin gallate,44134699,25308652,
Morus alba,albanol A,441780,16313926,
Morus alba,sanggenon C,442458,22294264,
Morus alba,sanggenon C,442458,24133999,
Morus alba,hyperin,44259091,22967667,
Morus alba ,delphinidin 3-glucoside,443650,24964353,
Morus alba,resveratrol,445154,24422388,
Morus alba,resveratrol,445154,24023529,
Morus alba,(E)-resveratrol,445154,24912117,
Morus alba,resveratrol,445154,21130832,
Morus alba,resveratrol,445154,22967667,
Morus alba ,naringin,45933923,25308652,
Morus alba ,5-O-caffeoylquinic acid,5315832,18412362,
Morus alba ,5-O-caffeoylquinic acid,5315832,25308652,
Morus alba,dihydromorin,5458714,24912117,
Morus alba,caffeic acid,689043,24354197,
Morus alba ,caffeic acid,689043,25308652,
Morus alba ,cyanidin 3-glucoside,92131208,24964353,
Morus alba ,gallocatechin,9882981,25308652,
Nerium oleander,Oleanolic acid,10494,,http://pubs.acs.org/doi/abs/10.1021/np040072u
Nerium oleander,Ursolic acid,64945,,https://doi.org/10.1016/S0031-9422(00)00229-6
Nerium oleander,"3beta,13beta-Dihydroxyurs-11-en-28-oic acid",78344,,http://pubs.acs.org/doi/abs/10.1021/np040072u
Nerium oleander,Neridienone A,100630,17253842,
Nerium oleander,Oleandrose,441420,,ISBN: 0-7484-0620-4
Nerium oleander,Adynerin,441840,,ISBN: 0-7484-0620-4
Nerium oleander,Cardenolide N-1,4369270,17595134,
Nerium oleander,Cardenolide N-2,4369270,17595134,
Nerium oleander,Cardenolide N-3,4369270,17595134,
Nerium oleander,Cardenolide N-4,4369270,17595134,
Nerium oleander,Rutin,5280805,,https://doi.org/10.1016/S0031-9422(00)00229-6
Nerium oleander,Kaempferol,5280863,,https://doi.org/10.1016/S0031-9422(00)00229-6
Nerium oleander,"20beta,28-Epoxytaraxaster-21-en-3beta-ol",5359277,16933868,
Nerium oleander,Acetylursolic acid,6475119,,http://pubs.acs.org/doi/abs/10.1021/np040072u
Nerium oleander,Ursolaldehyde,14423519,16933868,
Nerium oleander,Betulinic acid,40473200,,http://pubs.acs.org/doi/abs/10.1021/np040072u
Nerium oleander,Neridienone B,44418781,17253842,
Nerium oleander,Ocotillol,102058355,,http://pubs.acs.org/doi/abs/10.1021/np040072u
Ocimum sanctum,Cosmosiin,5280704,17850106,
Ocimum sanctum,Apigenin,5280443,17850106,
Ocimum sanctum,Luteolin 5-O-beta-D-glucopyranoside,5280445,17850106,
Ocimum sanctum,Molludistin,44258315,,ISBN: 978-0-471-95893-2 
Ocimum sanctum,Ocimarin,5288573,17850106,
Ocimum sanctum,Ocimumoside A,23643935,17850106,
Ocimum sanctum,Ocimumoside B,23643936,17850106,
Oryza sativa,Gibberellin A1,5280379,24318057,
Oryza sativa,2-phosphoglycerate,59,15361149,
Oryza sativa,Protocatechuic acid,72,15516765,
Oryza sativa,Carlinoside,597,,ISBN: 978-0-471-95893-2 
Oryza sativa,Naringenin,932,11243452,
Oryza sativa,Palmitic acid,985,15516765,
Oryza sativa,Phosphoenolpyruvic acid,1005,15361149,
Oryza sativa,Progesterone,5994,,https://doi.org/10.1016/j.phytochem.2007.04.002
Oryza sativa,Vanillic acid,8468,15516765,
Oryza sativa,2-methylhexane,11582,15110693,
Oryza sativa,alpha-Tocopherol,14985,16777157,
Oryza sativa,"2,6-Dimethyl-decahydronaphthalene",15379,15110693,
Oryza sativa,"4,6-Dimethylundecane",28477,15110693,
Oryza sativa,Sakuranetin,73571,,ISBN: 978-0-471-95893-2
Oryza sativa,D-Ribose 5-phosphate,77982,15361149,
Oryza sativa,Coronatine,91681,10975503,
Oryza sativa,delta-Tocopherol,92094,16777157,
Oryza sativa,gamma-Tocopherol,92729,16777157,
Oryza sativa,2-Hexyl-1-decanol,95337,15110693,
Oryza sativa,1-Butyl-2-propylcyclopentane,112469,15110693,
Oryza sativa,D-Erythrose 4-phosphate,122357,15361149,
Oryza sativa,Oryzalexin A,158755,,ISBN: 0-7484-0620-4
Oryza sativa,Oryzalexin C,176495,18045629,
Oryza sativa,Oryzalexin B,176496,18045629,
Oryza sativa,Ineketone,188456,,ISBN: 0-7484-0620-4
Oryza sativa,Neocarlinoside,442618,,"ISBN: 978-0-471-95893-2 549,C-glycosylflavones;Linard,Phytochem.,21,(1982),797;Besson,Phytochem.,24,(1985),1061"
Oryza sativa,Neoschaftoside,442619,,ISBN: 0-7484-0620-4
Oryza sativa,Ferulic acid,445858,,ISBN: 0-7484-0620-4
Oryza sativa,ent-Kaur-16-ene,520687,,https://doi.org/10.1016/j.phytochem.2006.10.016
Oryza sativa,ent-Kaur-16-ene,520687,,https://doi.org/10.1016/j.phytochem.2006.08.009
Oryza sativa,"2,2,6-Trimethyldecane",545798,15110693,
Oryza sativa,Glycolic acid,3698251,15361149,
Oryza sativa,Primulin,3769888,,"ISBN: 978-0-471-95893-21,Anthocyanins;Francis,J.Food Sci.,31,(1966),583;Ballinger,J.Am.Soc.Hortic.Sci.,95,(1970),283"
Oryza sativa,Quercetin,5280343,15516765,
Oryza sativa,ent-Copalyl diphosphate,5280897,1536568,
Oryza sativa,syn-Copalyl diphosphate,5281991,1536568,
Oryza sativa,alpha-Tocotrienol,5282347,16777157,
Oryza sativa,beta-Tocotrienol,5282348,16777157,
Oryza sativa,gamma-Tocotrienol,5282349,16777157,
Oryza sativa,delta-Tocotrienol,5282350,16777157,
Oryza sativa,beta-Tocopherol,6857447,16777157,
Oryza sativa,Oryzafuran,10087098,15516765,
Oryza sativa,"9beta-Pimara-7,15-diene",10355909,1536568,
Oryza sativa,Phytocassane B,10427023,,https://doi.org/10.1016/j.phytochem.2007.10.005
Oryza sativa,Phytocassane B,10427023,,https://doi.org/10.1016/j.phytochem.2006.08.009
Oryza sativa,Phytocassane E,10519496,,https://doi.org/10.1016/j.phytochem.2007.10.005
Oryza sativa,Phytocassane E,10519496,,https://doi.org/10.1016/j.phytochem.2006.08.009
Oryza sativa,"ent-Cassa-12,15-diene",11471283,,https://doi.org/10.1016/j.phytochem.2007.10.005
Oryza sativa,28-Homotyphasterol,12017268,,https://doi.org/10.1016/S0031-9422(02)00656-8
Oryza sativa,ent-Sandaracopimaradiene,12314278,1536568,
Oryza sativa,Meloside L,44257934,,ISBN: 978-0-471-95893-2 
Oryza sativa,Isoscoparin 2''-O-glucoside,44258163,,ISBN: 978-0-471-95893-3
Oryza sativa,Isoscoparin 2''-(6-(E)-ferulylglucoside),44258169,,ISBN: 978-0-471-95893-4
Oryza sativa,Oryzalexin D,86289489,18045629,
Oryza sativa,Oryzalexin E,86289490,18045629,
Oryza sativa,Phytocassane D,90657419,,https://doi.org/10.1016/j.phytochem.2007.10.005
Oryza sativa,Phytocassane D,90657419,,https://doi.org/10.1016/j.phytochem.2006.08.009
Oryza sativa,Oryzalexin F,90657451,18045629,
Oryza sativa,Phytocassane C,90658642,,https://doi.org/10.1016/j.phytochem.2007.10.005
Oryza sativa,Phytocassane C,90658642,,https://doi.org/10.1016/j.phytochem.2006.08.009
Oryza sativa,Oryzalexin S,90658877,,https://doi.org/10.1016/j.phytochem.2007.10.005
Oryza sativa,Phytocassane A,102247148,,https://doi.org/10.1016/j.phytochem.2007.10.005
Oryza sativa,Phytocassane A,102247148,,https://doi.org/10.1016/j.phytochem.2006.08.009
Prunus persica ,amygdalin,2180,12643594,
Prunus persica ,cyanide,5975,24278641,
Prunus persica ,gibberellin,6466,11397444,
Prunus persica ,linoleic acid,5280450,1294719,
Prunus persica ,linoleic acid,5280450,25422544,
Prunus persica ,amygdalin,2180,25050339,
Prunus persica ,amygdalin,2180,3233397,
Prunus persica ,amygdalin,2180,12214855,
Prunus persica ,amygdalin,2180,11510547,
Prunus persica ,neoamygdalin,441462,11510547,
Prunus persica ,oleic acid,445639,1294719,
Prunus persica ,oleic acid,445639|,25422544,
Prunus persica ,abscisic acid,5280896,16668468,
Cullen corylifolium,Psoralen,6199,16651775,
Cullen corylifolium,4-Hydroxybenzaldehyde,126,17202711,
Cullen corylifolium,Angelicin,10658,,ISBN: 0-7484-0620-4
Cullen corylifolium,Bavachinin,122835,,ISBN: 978-0-471-95893-2
Cullen corylifolium,6-Prenylnaringenin,155094,17202711,
Cullen corylifolium,Isobavachin,193679,,"ISBN: 978-0-471-95893-2294,Flavanones and dihydroflavonols;Bhalla,Tetrahedron Lett.,(1968),2401"
Cullen corylifolium,Linoleic acid,5280450,17202711,
Cullen corylifolium,"(Z,Z,Z)-Octadeca-9,12,15-trienoic acid",5280934,17202711,
Cullen corylifolium,Isobavachalcone,5281255,,ISBN: 0-7484-0620-4
Cullen corylifolium,Psoralidin,5281806,,ISBN: 0-7484-0620-4
Cullen corylifolium,Corylidin,5316096,,ISBN: 978-0-471-95893-2
Cullen corylifolium,Corylin,5316097,,ISBN: 978-0-471-95893-3
Cullen corylifolium,Isoneobavachalcone,5318608,,ISBN: 978-0-471-95893-4
Cullen corylifolium,Neobavachalcone,5320052,,ISBN: 978-0-471-95893-5
Cullen corylifolium,Neobavaisoflavone,5320053,,ISBN: 978-0-471-95893-6
Cullen corylifolium,Psoralenol,5320772,,ISBN: 978-0-471-95893-7
Cullen corylifolium,Bavachromanol,5321790,,ISBN: 978-0-471-95893-8
Cullen corylifolium,Bavachromene,5321800,,ISBN: 978-0-471-95893-9
Cullen corylifolium,Bavacoumestan A,5321811,,ISBN: 978-0-471-95893-10
Cullen corylifolium,Bavacoumestan B,5321820,,ISBN: 978-0-471-95893-11
Cullen corylifolium,Bakuchiol,5468522,17202711,
Cullen corylifolium,Bavachalcone,6450879,,ISBN: 978-0-471-95893-2
Cullen corylifolium,Bakuchalcone,6476086,,ISBN: 978-0-471-95893-2
Cullen corylifolium,Psoralenoside,11508879,16651775,
Cullen corylifolium,Isopsoralenoside,11574162,16651775,
Cullen corylifolium,Psoracorylifol D,11623191,20111803,
Cullen corylifolium,Psoracorylifol E,11694710,20111803,
Cullen corylifolium,Psoracorylifol B,11694926,20111803,
Cullen corylifolium,Psoracorylifol A,11848147,20111803,
Cullen corylifolium,Isopsoralidin,12304285,,ISBN: 978-0-471-95893-2
Cullen corylifolium,Bavachin,14236566,,ISBN: 978-0-471-95893-2
Cullen corylifolium,Corylifol A,25056407,17202711,
Cullen corylifolium,4'-O-Methylbavachalcone,42607530,,ISBN: 978-0-471-95893-2
Cullen corylifolium,Corylinal,44257227,,ISBN: 978-0-471-95893-2
Cullen corylifolium,Psoralidin oxide,44257529,,ISBN: 978-0-471-95893-2
Cullen corylifolium,Psoracorylifol C,102004612,17202711,
Pueraria thomsonii ,daidzin,107971,17655152,
Pueraria thomsonii ,daidzin,107971,25560667,
Pueraria thomsonii ,daidzin,107971,24631955,
Pueraria thomsonii ,daidzin,107971,22177078,
Pueraria thomsonii ,daidzin,107971,25174266,
Pueraria thomsonii ,daidzin,107971,23777642,
Pueraria thomsonii ,formononetin,5280378,21532189,
Pueraria thomsonii ,genistein,5280961,25560667,
Pueraria thomsonii ,genistein,5280961,21532189,
Pueraria thomsonii ,genistein,5280961,22177078,
Pueraria thomsonii ,genistin,5281377,21532189,
Pueraria thomsonii ,daidzein,5281708,17655152,
Pueraria thomsonii ,daidzein,5281708,25560667,
Pueraria thomsonii ,daidzein,5281708,21532189,
Pueraria thomsonii ,daidzein,5281708,24631955,
Pueraria thomsonii ,daidzein,5281708,25432965,
Pueraria thomsonii ,daidzein,5281708,22177078,
Pueraria thomsonii ,daidzein,5281708,23777642,
Pueraria thomsonii ,puerarin,5281807,17655152,
Pueraria thomsonii ,puerarin,5281807,25560667,
Pueraria thomsonii ,puerarin,5281807,21532189,
Pueraria thomsonii ,puerarin,5281807,24631955,
Pueraria thomsonii ,puerarin,5281807,25432965,
Pueraria thomsonii ,puerarin,5281807,22177078,
Pueraria thomsonii ,puerarin,5281807,25174266,
Pueraria thomsonii ,puerarin,5281807,23777642,
Pueraria thomsonii ,tectorigenin,5281811,23872519,
Pueraria thomsonii ,3'-methoxypuerarin,5319485,25560667,
Pueraria thomsonii ,3'-methoxypuerarin,5319485,21532189,
Pueraria thomsonii ,3'-hydroxypuerarin,5748205,21532189,
Pueraria thomsonii ,3'-hydroxypuerarin,5748205,25174266,
Pueraria thomsonii ,mirificin,21676217,21532189,
Pueraria thomsonii ,mirificin,21676217,25174266,
Pueraria thomsonii ,6''-O-D-xylosylpuerarin,101776119,25560667,
Pueraria thomsonii ,puerarin-4'-O-glucoside,101259161,21532189,
Pueraria thomsonii ,biochanin A,25203224,21532189,
Rehmannia glutinosa,Forsythiaside,5281773,,ISBN: 0-7484-0620-4
Rehmannia glutinosa,Jionoside B1,5281782,,ISBN: 0-7484-0620-4
Rehmannia glutinosa,Plantamajoside,5281788,,ISBN: 0-7484-0620-4
Rehmannia glutinosa,Purpureaside C,11953944,,ISBN: 0-7484-0620-4
Rehmannia glutinosa,Catalpol,24728702,18281203,
Rehmannia glutinosa,Rehmannioside B,101654196,,https://doi.org/10.1016/0031-9422(82)80029-0
Rehmannia glutinosa,Jiofuran,5318702,,https://doi.org/10.1016/S0031-9422(00)97989-5
Rehmannia glutinosa,Jioglutin E,14486937,,https://doi.org/10.1016/0031-9422(90)85110-2
Rehmannia glutinosa,Jioglutolide,101260546,,https://doi.org/10.1016/S0031-9422(00)97989-5
Rehmannia glutinosa,Rehmannioside D,122130527,,https://doi.org/10.1016/0031-9422(82)80029-0
Rehmannia glutinosa,Jioglutin C,5318704,,https://doi.org/10.1016/S0031-9422(00)97989-5
Rehmannia glutinosa,Jioglutin A,5318704,,https://doi.org/10.1016/S0031-9422(00)97989-5
Rehmannia glutinosa,Jioglutin B,5318703,,https://doi.org/10.1016/S0031-9422(00)97989-5
Rehmannia glutinosa,6-Feruloyl ajugol,6325127,,https://doi.org/10.1016/S0031-9422(00)98072-5
Rehmannia glutinosa ,5-Hydroxymethyl-2-furaldehyde,237332,18404317,
Rhinacanthus nasutus,Rhinacanthin E,10366055,9214738,
Rhinacanthus nasutus,Rhinacanthin F,10411189,9214738,
Rhinacanthus nasutus,Wogonin,5281703,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,4-Hydroxybenzaldehyde,126,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Lupenol,71749855,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Oroxylin A,5320315,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Allantoin,204,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Syringaldehyde,8655,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Methyl vanillate,19844,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Dehydro-alpha-lapachone,72734,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin A,44245542,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin B,101857710,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin C,6474554,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin D,465430,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin G,465430,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin H,10622350,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin I,10764908,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin J,10812254,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin K,10765714,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin L,10671653,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin M,10808757,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin N,10766384,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin O,465430,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin P,10502439,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthin Q,10005113,,https://doi.org/10.1016/S0031-9422(98)00425-7
Rhinacanthus nasutus,Rhinacanthone,196964,,https://doi.org/10.1016/S0031-9422(98)00425-7
Salvia rosmarinus,"1,8-Cineole",2758,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,alpha-Pinene,6654,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,beta-Pinene,14896,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(+)-Camphor,9543187,,https://doi.org/10.1016/j.phytochem.2004.07.015
Salvia rosmarinus,Bornyl acetate,6448,,ISBN: 0-7484-0620-4
Salvia rosmarinus,Myrcene,31253,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,Terpinolene,11463,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,Rosmarinic acid,5281792,,ISBN: 0-7484-0620-4
Salvia rosmarinus,Borneol,64685,,ISBN: 0-7484-0620-4
Salvia rosmarinus,p-Cymene,7463,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(+)-Fenchone,14525,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(R)-linalool,443158,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,alpha-Phellandrene,7460,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,alpha-Terpinene,7462,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,gamma-Terpinene,7461,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(R)-(+)-Verbenone,65724,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(E)-Caryophyllene,5281515,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,Copaene,19725,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,Humulene,5281520,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,alpha-Ylangene,25243882,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(-)-Zingiberene,92776,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,Carnosol,442009,,ISBN: 0-7484-0620-4
Salvia rosmarinus,Eupafolin,5317284,,ISBN: 978-0-471-95893-2 
Salvia rosmarinus,Luteolin 3'-(3''-acetylglucuronide),44258127,,ISBN: 978-0-471-95893-3
Salvia rosmarinus,Luteolin 3'-(4''-acetylglucuronide),10368818,,ISBN: 978-0-471-95893-4
Salvia rosmarinus,beta-Bisabolene,10104370,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,beta-Sesquiphellandrene,12315492,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,delta-Cadinene,441005,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(+/-)-beta-Phellandrene,11142,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,Teresantanane,79035,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(R)-(-)-alpha-Curcumene,442360,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(-)-Humulene epoxide II,10704181,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(-)-Isocaryophyllene,5281522,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(-)-beta-Caryophyllene epoxide,1742210,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,gamma-Muurolene,12313020,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(E)-beta-Bourbonene,324224,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(E)-beta-Ocimene,5281553,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,(Z)-beta-Farnesene,5317319,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,alpha-Muurolene,12306047,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,Bornyl acetate,6448,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,gamma-Cadinene,92313,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,4(10)-Thujene,18818,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,beta-Gurjunene,6450812,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,Valencene,9855795,,https://doi.org/10.1016/j.phytochem.2006.11.033
Salvia rosmarinus,Nepetoidin A,5316820,,https://doi.org/10.1016/S0031-9422(03)00192-4
Salvia rosmarinus,Nepetoidin B,5316819,,https://doi.org/10.1016/S0031-9422(03)00192-4
Salvia rosmarinus,Betulin,72326,,https://doi.org/10.1016/j.phytochem.2005.04.041
Salvia rosmarinus,Betulinic acid,40473200,,https://doi.org/10.1016/j.phytochem.2005.04.041
Salvia rosmarinus,delta-Tocopherol,92094,16777157,
Salvia rosmarinus,beta-Tocopherol,6857447,16777157,
Salvia rosmarinus,gamma-Tocopherol,92729,16777157,
Salvia rosmarinus,alpha-Tocopherol,14985,16777157,
Salvia rosmarinus,Rosmanol,13966122,,https://doi.org/10.1016/j.phytochem.2005.04.041
Salvia rosmarinus,alpha-Tocotrienol,5282347,16777157,
Salvia rosmarinus,beta-Tocotrienol,5282348,16777157,
Salvia rosmarinus,delta-Tocotrienol,5282350,16777157,
Salvia rosmarinus,gamma-Tocotrienol,5282349,16777157,
Salvia rosmarinus,23-Hydroxybetulinic acid,21672692,,https://doi.org/10.1016/j.phytochem.2005.04.041
Salvia rosmarinus,Rofficerone,101763940,,https://doi.org/10.1016/j.phytochem.2005.04.041
Salvia rosmarinus,Rosmaquinone B,46883407,,https://doi.org/10.1016/j.phytochem.2005.04.041
Salvia rosmarinus,Royleanonic acid,10382993,,https://doi.org/10.1016/j.phytochem.2005.04.041
Salvia rosmarinus,seco-Hinokiol,11197877,,DOI: 10.1021/np040154i
Rubus coreanus ,maslinic acid,73659,15719639,
Rubus coreanus ,protocatechuic acid,72,19179032,
Rubus coreanus ,p-hydroxybenzoic acid,135,21747716,
Rubus coreanus ,p-hydroxybenzoic acid,135,19179032,
Rubus coreanus ,salicylic acid,338,19179032,
Rubus coreanus ,gallic acid,370,19179032,
Rubus coreanus ,gallic acid,370,23836596,
Rubus coreanus ,stearic acid,5281,15719639,
Rubus coreanus ,vanillic acid,8468,21747716,
Rubus coreanus ,vanillic acid,8468,19179032,
Rubus coreanus ,oleanic acid,10494,15719639,
Rubus coreanus ,syringic acid,10742,19179032,
Rubus coreanus ,syringic acid,10742,23836596,
Rubus coreanus ,lacceroic acid,19255,15719639,
Rubus coreanus ,"2-oxo-1,2-dihydroquinoline-4-carboxylic acid",85076,21747716,
Rubus coreanus ,ferulic acid,445858,19179032,
Rubus coreanus ,ferulic acid,445858,23836596,
Rubus coreanus ,2?-hydroxyursolic acid,470602,15719639,
Rubus coreanus ,23-hydroxytormentic acid,490367,14519951,
Rubus coreanus ,m-coumaric acid,637541,19179032,
Rubus coreanus ,quercetin,5280343,24791544,
Rubus coreanus ,quercetin,5280343,23836596,
Rubus coreanus ,rutin,5280805,23836596,
Rubus coreanus ,kaempferol,5280863,24791544,
Rubus coreanus ,kaempferol,5280863,21747716,
