Plant ,Phytochemical,PubChemCID,PMID,Other Ref
Rubus coreanus ,ellagic acid,5281855,24791544,
Rubus coreanus ,nicotiflorin,5318767,21747716,
Rubus coreanus ,tiliroside,5320686,15719639,
Rubus coreanus ,tiliroside,5320686,24791544,
Rubus coreanus ,tiliroside,5320686,21747716,
Rubus coreanus ,daucosterol,5742590,15719639,
Rubus coreanus ,hexacosyl p-coumarate,6479500,15719639,
Rubus coreanus ,cyanidin 3-O-sambubioside,6602304,18456493,
Rubus coreanus ,cyanidin 3-O-sambubioside,6602304,23561151,
Rubus coreanus ,goshonoside-F5,13855771,24791544,
Rubus coreanus ,methyl dioxindole-3-acetate,14033762,21747716,
Rubus coreanus ,arjunic acid,15385516,15719639,
Rubus coreanus ,niga-ichigoside F1,16118969,14519951,
Rubus coreanus ,proanthocyanidin,108065,15853365,
Rubus coreanus ,cyanidin 3-O-glucoside,12303203,23561151,
Rubus coreanus ,p-coumaric acid,1549106,19179032,
Rubus coreanus ,p-coumaric acid,1549106,23836596,
Rubus coreanus ,sanguiin H6,16131123,15853365,
Rubus coreanus ,chlorogenic acid,1794427,23836596,
Rubus coreanus ,cyanidin 3-O-rutinoside,29232,18456493,
Rubus coreanus ,cyanidin 3-O-rutinoside,29232,23561151,
Rubus coreanus ,pelargonidin 3-O-rutinoside,443917,18456493,
Rubus coreanus ,cinnamic acid,444539,19179032,
Rubus coreanus ,?-sitosterol,6432744,15719639,
Rubus coreanus ,ursolic acid,64945,15719639,
Rubus coreanus ,caffeic acid,689043,19179032,
Rubus coreanus ,caffeic acid,689043,23836596,
Rubus coreanus ,(+)-catechin,73160,23836596,
Salvia miltiorrhiza ,sugiol,94162,19159889,
Salvia miltiorrhiza ,protocatechuic acid,72,19159889,
Salvia miltiorrhiza ,protocatechuic acid,72,22789901,
Salvia miltiorrhiza ,protocatechuic acid,72,15863916,
Salvia miltiorrhiza ,protocatechuic acid,72,17853389,
Salvia miltiorrhiza ,protocatechuic acid,72,16500160,
Salvia miltiorrhiza ,protocatechuic acid,72,19601629,
Salvia miltiorrhiza ,protocatechuic acid,72,19483338,
Salvia miltiorrhiza ,protocatechuic acid,72,17574558,
Salvia miltiorrhiza ,protocatechuic acid,72,17474138,
Salvia miltiorrhiza ,protocatechuic acid,72,11829148,
Salvia miltiorrhiza ,protocatechuic acid,72,18774137,
Salvia miltiorrhiza ,protocatechuic acid,72,17549679,
Salvia miltiorrhiza ,protocatechuic acid,72,15930782,
Salvia miltiorrhiza ,protocatechuic acid,72,16996811,
Salvia miltiorrhiza ,protocatechuic acid,72,12375275,
Salvia miltiorrhiza ,protocatechuic acid,72,19073085,
Salvia miltiorrhiza ,protocatechuic acid,72,23202971,
Salvia miltiorrhiza ,protocatechuic acid,72,20730830,
Salvia miltiorrhiza ,protocatechuic acid,72,15488895,
Salvia miltiorrhiza ,protocatechuic acid,72,18435496,
Salvia miltiorrhiza ,protocatechuic acid,72,21527333,
Salvia miltiorrhiza ,protocatechuic acid,72,21978827,
Salvia miltiorrhiza ,vanillic acid,8468,22789901,
Salvia miltiorrhiza ,vanillic acid,8468,17549679,
Salvia miltiorrhiza ,vanillic acid,8468,16962399,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,19159889,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,2085402,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,22789901,
Salvia miltiorrhiza ,protocatechualdehyde,8768,15863916,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,18310918,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,17853389,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,16500160,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,19601629,
Salvia miltiorrhiza ,protocatechualdehyde,8768,8285058,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,19483338,
Salvia miltiorrhiza ,protocatechualdehyde,8768,24631821,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,22006631,
Salvia miltiorrhiza ,protocatechualdehyde,8768,25708915,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,25925966,
Salvia miltiorrhiza ,protocatechualdehyde,8768,17145063,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,17474138,
Salvia miltiorrhiza ,protocatechualdehyde,8768,19159889,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,17574558,
Salvia miltiorrhiza ,protocatechualdehyde,8768,11829148,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,15620529,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,1418549,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,24117071,
Salvia miltiorrhiza ,protocate chualdehyde,8768,18652343,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,21480516,
Salvia miltiorrhiza ,protocatechualdehyde,8768,15575201,
Salvia miltiorrhiza ,protocatechualdehyde,8768,15930782,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,17599847,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,12571895,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,12935306,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,20400256,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,16996811,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,24124286,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,25636165,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,12375275,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,19073085,
Salvia miltiorrhiza ,protocatechualdehyde,8768,18581849,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,16458472,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,23202971,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,17683043,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,22121806,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,20730830,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,21652037,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,19938537,
Salvia miltiorrhiza ,protocatechualdehyde,8768,15488895,
Salvia miltiorrhiza ,protocatechualdehyde,8768,18366878,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,18435496,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,15866491,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,16332423,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,21527333,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,20149569,
Salvia miltiorrhiza ,protocatechuic aldehyde,8768,19623553,
Salvia miltiorrhiza ,baicalin,64982,23202971,
Salvia miltiorrhiza ,"3,4-phenanthrenedione",97313,19670344,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,19159889,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,18310918,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,11118603,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,17853389,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,11519796,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,1767792,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,18198831,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,12375275,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,23466446,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,21412700,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,18435496,
Salvia miltiorrhiza ,methylenetanshinquinone,105118,16548051,
Salvia miltiorrhiza ,"1,2-dihydrotanshinquinone",105119,19159889,
Salvia miltiorrhiza ,"1,2-dihydrotanshinone I",105119,19670344,
Salvia miltiorrhiza ,"1,2-dihydrotanshinquinone",105119,1767792,
Salvia miltiorrhiza ,"1,2-dihydrotanshinquinone",105119,23541654,
Salvia miltiorrhiza ,"1,2-dihydrotanshinquinone",105119,18198831,
Salvia miltiorrhiza ,"1,2-dihydrotanshinone I",105119,23466446,
Salvia miltiorrhiza ,"1,2-dihydrotanshinquinone",105119,24296293,
Salvia miltiorrhiza ,"1,2-dihydrotanshinquinone",105119,22589157,
Salvia miltiorrhiza ,"1,2-dihydrotanshinquinone",105119,21412700,
Salvia miltiorrhiza ,"1,2-dihydrotanshinone I",105119,16548051,
Salvia miltiorrhiza ,tanshinone I,114917,22789901,
Salvia miltiorrhiza ,tanshinone I,114917,15863916,
Salvia miltiorrhiza ,tanshinone I,114917,11209896,
Salvia miltiorrhiza ,tanshinone I,114917,17992992,
Salvia miltiorrhiza ,tanshinone I,114917,18077145,
Salvia miltiorrhiza ,tanshinone I,114917,17853389,
Salvia miltiorrhiza ,tanshinone I,114917,18310918,
Salvia miltiorrhiza ,tanshinone I,114917,15797806,
Salvia miltiorrhiza ,tanshinone I,114917,15930789,
Salvia miltiorrhiza ,tanshinone I,114917,11118603,
Salvia miltiorrhiza ,tanshinone I,114917,22907881,
Salvia miltiorrhiza ,tanshinone I,114917,19601629,
Salvia miltiorrhiza ,tanshinone I,114917,19235159,
Salvia miltiorrhiza ,tanshinone I,114917,24631821,
Salvia miltiorrhiza ,tanshinone I,114917,11486886,
Salvia miltiorrhiza ,tanshinone I,114917,25925966,
Salvia miltiorrhiza ,tanshinone I,114917,19237325,
Salvia miltiorrhiza ,tanshinone I,114917,19159889,
Salvia miltiorrhiza ,tanshinone I,114917,22485147,
Salvia miltiorrhiza ,tanshinone I,114917,21621488,
Salvia miltiorrhiza ,tanshinone I,114917,21221534,
Salvia miltiorrhiza ,tanshinone I,114917,17474138,
Salvia miltiorrhiza ,tanshinone I,114917,16962399,
Salvia miltiorrhiza ,tanshinone I,114917,16849003,
Salvia miltiorrhiza ,tanshinone I,114917,11860143,
Salvia miltiorrhiza ,tanshinone I,114917,18236751,
Salvia miltiorrhiza ,tanshinone I,114917,11519796,
Salvia miltiorrhiza ,tanshinone,114917,1418549,
Salvia miltiorrhiza ,tanshinone I,114917,21480516,
Salvia miltiorrhiza ,tanshinone I,114917,15930782,
Salvia miltiorrhiza ,tanshinone I,114917,1767792,
Salvia miltiorrhiza ,tanshinone I,114917,18464589,
Salvia miltiorrhiza ,tanshinone I,114917,21465597,
Salvia miltiorrhiza ,tanshinone I,114917,25666429,
Salvia miltiorrhiza ,tanshinone I,114917,18569089,
Salvia miltiorrhiza ,tanshinone I,114917,17418186,
Salvia miltiorrhiza ,tanshinone I,114917,18205136,
Salvia miltiorrhiza ,tanshinone I,114917,23541654,
Salvia miltiorrhiza ,tanshinone I,114917,20400256,
Salvia miltiorrhiza ,tanshinone I,114917,16996811,
Salvia miltiorrhiza ,tanshinone I,114917,15114495,
Salvia miltiorrhiza ,tanshinone I,114917,16572993,
Salvia miltiorrhiza ,tanshinone I,114917,18198831,
Salvia miltiorrhiza ,tanshinone I,114917,19937967,
Salvia miltiorrhiza ,tanshinone I,114917,15971590,
Salvia miltiorrhiza ,tanshinone I,114917,12375275,
Salvia miltiorrhiza ,tanshinone I,114917,19937963,
Salvia miltiorrhiza ,tanshinone I,114917,18930799,
Salvia miltiorrhiza ,tanshinone I,114917,19073085,
Salvia miltiorrhiza ,tanshinone I,114917,17536735,
Salvia miltiorrhiza ,tanshinone I,114917,23202971,
Salvia miltiorrhiza ,tanshinone I,114917,20430561,
Salvia miltiorrhiza ,tanshinone I,114917,17569103,
Salvia miltiorrhiza ,tanshinone I,114917,23466446,
Salvia miltiorrhiza ,tanshinone I,114917,17683043,
Salvia miltiorrhiza ,tanshinone I,114917,19403289,
Salvia miltiorrhiza ,tanshinone I,114917,16458472,
Salvia miltiorrhiza ,tanshinone I,114917,18196530,
Salvia miltiorrhiza ,tanshinone I,114917,12541616,
Salvia miltiorrhiza ,tanshinone I,114917,24296293,
Salvia miltiorrhiza ,tanshinone I,114917,19905026,
Salvia miltiorrhiza ,tanshinone I,114917,22589157,
Salvia miltiorrhiza ,tanshinone I,114917,18969618,
Salvia miltiorrhiza ,tanshinone I,114917,23839871,
Salvia miltiorrhiza ,tanshinone I,114917,21412700,
Salvia miltiorrhiza ,tanshinone I,114917,20730830,
Salvia miltiorrhiza ,tanshinone I,114917,23765231,
Salvia miltiorrhiza ,tanshinone I,114917,1370713,
Salvia miltiorrhiza ,tanshinone I,114917,15154984,
Salvia miltiorrhiza ,tanshinone I,114917,16548051,
Salvia miltiorrhiza ,tanshinone I,114917,25497891,
Salvia miltiorrhiza ,tanshinone I,114917,19353536,
Salvia miltiorrhiza ,tanshinone I,114917,15281275,
Salvia miltiorrhiza ,tanshinone I,114917,20819301,
Salvia miltiorrhiza ,tanshinone I,114917,19623553,
Salvia miltiorrhiza ,tanshinone I,114917,19670344,
Salvia miltiorrhiza ,tanshinaldehyde,124268,19159889,
Salvia miltiorrhiza ,"1,2,15,16-tetrahydrotanshiquinone",124416,21621488,
Salvia miltiorrhiza ,trijuganone B,124416,19670344,
Salvia miltiorrhiza ,trijuganone B,124416,24296293,
Salvia miltiorrhiza ,trijuganone B,124416,16548051,
Salvia miltiorrhiza ,tanshinol B,126071,16548051,
Salvia miltiorrhiza ,tanshindiol C,126072,16962399,
Salvia miltiorrhiza ,tanshindiol C,126072,1767792,
Salvia miltiorrhiza ,tanshindiol C,126072,16548051,
Salvia miltiorrhiza ,danshenxinkun D,127172,19159889,
Salvia miltiorrhiza ,"1,2-didehydrotanshinone IIA",128994,16548051,
Salvia miltiorrhiza ,"2-isopropyl-8-methylphenanthrene-3,4-dione",135872,12375275,
Salvia miltiorrhiza ,danshenxinkun A,149138,19159889,
Salvia miltiorrhiza ,tanshinone VI,149138,19670344,
Salvia miltiorrhiza ,danshexinkun A,149138,1767792,
Salvia miltiorrhiza ,danshenxinkun A,149138,17683043,
Salvia miltiorrhiza ,danshenxinkun A,149138,24296293,
Salvia miltiorrhiza ,danshenxinkun A,149138,16548051,
Salvia miltiorrhiza ,danshenxinkun A,149138,19670344,
Salvia miltiorrhiza ,tanshinone VI,149138,16548051,
Salvia miltiorrhiza ,miltirone,160142,19159889,
Salvia miltiorrhiza ,miltirone,160142,17853389,
Salvia miltiorrhiza ,miltirone,160142,18310918,
Salvia miltiorrhiza ,miltirone,160142,25679091,
Salvia miltiorrhiza ,miltirone,160142,21621488,
Salvia miltiorrhiza ,miltirone,160142,19670344,
Salvia miltiorrhiza ,miltirone,160142,18198831,
Salvia miltiorrhiza ,miltirone,160142,12375275,
Salvia miltiorrhiza ,miltirone,160142,16962399,
Salvia miltiorrhiza ,miltirone,160142,21412700,
Salvia miltiorrhiza ,miltirone,160142,18435496,
Salvia miltiorrhiza ,miltirone,160142,16548051,
Salvia miltiorrhiza ,cryptotanshinone,160254,2085402,
Salvia miltiorrhiza ,cryptotanshinone,160254,22789901,
Salvia miltiorrhiza ,cryptotanshinone,160254,15863916,
Salvia miltiorrhiza ,cryptotanshinone,160254,11209896,
Salvia miltiorrhiza ,cryptotanshinone,160254,18077145,
Salvia miltiorrhiza ,cryptotanshinone,160254,17853389,
Salvia miltiorrhiza ,cryptotanshinone,160254,18310918,
Salvia miltiorrhiza ,cryptotanshinone,160254,15797806,
Salvia miltiorrhiza ,cryptotanshinone,160254,15930789,
Salvia miltiorrhiza ,cryptotanshinone,160254,11118603,
Salvia miltiorrhiza ,cryptotanshinone,160254,18330238,
Salvia miltiorrhiza ,cryptotanshinone,160254,16140046,
Salvia miltiorrhiza ,cryptotanshinone,160254,22907881,
Salvia miltiorrhiza ,cryptotanshinone,160254,19601629,
Salvia miltiorrhiza ,cryptotanshinone,160254,19235159,
Salvia miltiorrhiza ,cryptotanshinone,160254,11486886,
Salvia miltiorrhiza ,cryptotanshinone,160254,17076246,
Salvia miltiorrhiza ,cryptotanshinone,160254,25925966,
Salvia miltiorrhiza ,cryptotanshinone,160254,19237325,
Salvia miltiorrhiza ,cryptotanshinone,160254,22485147,
Salvia miltiorrhiza ,cryptotanshinone,160254,21621488,
Salvia miltiorrhiza ,cryptotanshinone,160254,21221534,
Salvia miltiorrhiza ,cryptotanshinone,160254,17474138,
Salvia miltiorrhiza ,cryptotanshinone,160254,19159889,
Salvia miltiorrhiza ,cryptotanshinone,160254,17942285,
Salvia miltiorrhiza ,cryptotanshinone,160254,25497891,
Salvia miltiorrhiza ,cryptotanshinone,160254,16849003,
Salvia miltiorrhiza ,cryptotanshinone,160254,18236751,
Salvia miltiorrhiza ,cryptotanshinone,160254,11519796,
Salvia miltiorrhiza ,cryptotanshinone,160254,21480516,
Salvia miltiorrhiza ,cryptotanshinone,160254,15930782,
Salvia miltiorrhiza ,cryptotanshinone,160254,1767792,
Salvia miltiorrhiza ,cryptotanshinone,160254,21465597,
Salvia miltiorrhiza ,cryptotanshinone,160254,18569089,
Salvia miltiorrhiza ,cryptotanshinone,160254,17418186,
Salvia miltiorrhiza ,cryptotanshinone,160254,18205136,
Salvia miltiorrhiza ,cryptotanshinone,160254,23541654,
Salvia miltiorrhiza ,cryptotanshinone,160254,20400256,
Salvia miltiorrhiza ,cryptotanshinone,160254,16996811,
Salvia miltiorrhiza ,cryptotanshinone,160254,12466055,
Salvia miltiorrhiza ,cryptotanshinone,160254,15114495,
Salvia miltiorrhiza ,cryptotanshinone,160254,18198831,
Salvia miltiorrhiza ,cryptotanshinone,160254,21277581,
Salvia miltiorrhiza ,cryptotanshinone,160254,12375275,
Salvia miltiorrhiza ,cryptotanshinone,160254,19937963,
Salvia miltiorrhiza ,cryptotanshinone,160254,18930799,
Salvia miltiorrhiza ,cryptotanshinone,160254,19073085,
Salvia miltiorrhiza ,cryptotanshinone,160254,17536735,
Salvia miltiorrhiza ,cryptotanshinone,160254,11860143,
Salvia miltiorrhiza ,cryptotanshinone,160254,23202971,
Salvia miltiorrhiza ,cryptotanshinone,160254,20430561,
Salvia miltiorrhiza ,cryptotanshinone,160254,17569103,
Salvia miltiorrhiza ,cryptotanshinone,160254,23466446,
Salvia miltiorrhiza ,cryptotanshinone,160254,17683043,
Salvia miltiorrhiza ,cryptotanshinone,160254,19403289,
Salvia miltiorrhiza ,cryptotanshinone,160254,17455461,
Salvia miltiorrhiza ,cryptotanshinone,160254,16458472,
Salvia miltiorrhiza ,cryptotanshinone,160254,2104210,
Salvia miltiorrhiza ,cryptotanshinone,160254,12541616,
Salvia miltiorrhiza ,cryptotanshinone,160254,24296293,
Salvia miltiorrhiza ,cryptotanshinone,160254,19905026,
Salvia miltiorrhiza ,cryptotanshinone,160254,22368845,
Salvia miltiorrhiza ,cryptotanshinone,160254,22589157,
Salvia miltiorrhiza ,cryptotanshinone,160254,23839871,
Salvia miltiorrhiza ,cryptotanshinone,160254,18435496,
Salvia miltiorrhiza ,cryptotanshinone,160254,21412700,
Salvia miltiorrhiza ,cryptotanshinone,160254,18196530,
Salvia miltiorrhiza ,cryptotanshinone,160254,20730830,
Salvia miltiorrhiza ,cryptotanshinone,160254,23765231,
Salvia miltiorrhiza ,cryptotanshinone,160254,1370713,
Salvia miltiorrhiza ,cryptotanshinone,160254,18969618,
Salvia miltiorrhiza ,cryptotanshinone,160254,19353536,
Salvia miltiorrhiza ,cryptotanshinone,160254,15281275,
Salvia miltiorrhiza ,cryptotanshinone,160254,19623553,
Salvia miltiorrhiza ,cryptotanshinone,160254,16548051,
Salvia miltiorrhiza ,trijuganone C,164381,16548051,
Salvia miltiorrhiza ,tanshinone IIA,164676,19159889,
Salvia miltiorrhiza ,tanshinone IIA,164676,22789901,
Salvia miltiorrhiza ,tanshinone IIA,164676,15863916,
Salvia miltiorrhiza ,tanshinone IIA,164676,17992992,
Salvia miltiorrhiza ,tanshinone IIA,164676,18077145,
Salvia miltiorrhiza ,tanshinone IIA,164676,17853389,
Salvia miltiorrhiza ,tanshinone IIA,164676,18310918,
Salvia miltiorrhiza ,tanshinone IIA,164676,15797806,
Salvia miltiorrhiza ,tanshinone IIA,164676,15930789,
Salvia miltiorrhiza ,tanshinone IIA,164676,19445136,
Salvia miltiorrhiza ,tanshinone IIA,164676,11118603,
Salvia miltiorrhiza ,tanshinone IIA,164676,18330238,
Salvia miltiorrhiza ,tanshinone IIA,164676,16140046,
Salvia miltiorrhiza ,tanshinone IIA,164676,19601629,
Salvia miltiorrhiza ,tanshinone IIA,164676,22907881,
Salvia miltiorrhiza ,tanshinone IIA,164676,19235159,
Salvia miltiorrhiza ,tanshinone IIA,164676,24631821,
Salvia miltiorrhiza ,tanshinone IIA,164676,19387893,
Salvia miltiorrhiza ,tanshinone IIA,164676,11486886,
Salvia miltiorrhiza ,tanshinone IIA,164676,17076246,
Salvia miltiorrhiza ,tanshinone IIA,164676,25925966,
Salvia miltiorrhiza ,tanshinone IIA,164676,19237325,
Salvia miltiorrhiza ,tanshinone IIA,164676,22485147,
Salvia miltiorrhiza ,tanshinone IIA,164676,21621488,
Salvia miltiorrhiza ,tanshinone IIA,164676,21221534,
Salvia miltiorrhiza ,tanshinone IIA,164676,17474138,
Salvia miltiorrhiza ,tanshinone IIA,164676,18930799,
Salvia miltiorrhiza ,tanshinone IIA,164676,11829148,
Salvia miltiorrhiza ,tanshinone IIA,164676,17942285,
Salvia miltiorrhiza ,tanshinone IIA,164676,16405978,
Salvia miltiorrhiza ,tanshinone IIA,164676,16849003,
Salvia miltiorrhiza ,tanshinone IIA,164676,11860143,
Salvia miltiorrhiza ,tanshinone II,164676,19894539,
Salvia miltiorrhiza ,tanshinone IIA,164676,11519796,
Salvia miltiorrhiza ,tanshinone IIA,164676,19670344,
Salvia miltiorrhiza ,tanshinone IIA,164676,21480516,
Salvia miltiorrhiza ,tanshinone IIA,164676,15930782,
Salvia miltiorrhiza ,tanshinone IIA,164676,1767792,
Salvia miltiorrhiza ,tanshinone IIA,164676,18464589,
Salvia miltiorrhiza ,tanshinone IIA,164676,21465597,
Salvia miltiorrhiza ,tanshinone IIA,164676,18569089,
Salvia miltiorrhiza ,tanshinone IIA,164676,17685392,
Salvia miltiorrhiza ,tanshinone IIA,164676,17418186,
Salvia miltiorrhiza ,tanshinone IIA,164676,18205136,
Salvia miltiorrhiza ,tanshinone IIA,164676,23541654,
Salvia miltiorrhiza ,tanshinone IIA,164676,22576658,
Salvia miltiorrhiza ,tanshinone IIA,164676,12322964,
Salvia miltiorrhiza ,tanshinone IIA,164676,17024606,
Salvia miltiorrhiza ,tanshinone IIA,164676,20400256,
Salvia miltiorrhiza ,tanshinone IIA,164676,16996811,
Salvia miltiorrhiza ,tanshinone IIA,164676,15114495,
Salvia miltiorrhiza ,tanshinone IIA,164676,16572993,
Salvia miltiorrhiza ,tanshinone IIA,164676,18198831,
Salvia miltiorrhiza ,tanshinone IIA,164676,21277581,
Salvia miltiorrhiza ,tanshinone IIA,164676,19937967,
Salvia miltiorrhiza ,tanshinone IIA,164676,15971590,
Salvia miltiorrhiza ,tanshinone IIA,164676,12375275,
Salvia miltiorrhiza ,tanshinone IIA,164676,19937963,
Salvia miltiorrhiza ,tanshinone IIA,164676,22768247,
Salvia miltiorrhiza ,tanshinone IIA,164676,19073085,
Salvia miltiorrhiza ,tanshinone IIA,164676,17536735,
Salvia miltiorrhiza ,tanshinone IIA,164676,16962399,
Salvia miltiorrhiza ,tanshinone IIA,164676,23202971,
Salvia miltiorrhiza ,tanshinone IIA,164676,20430561,
Salvia miltiorrhiza ,tanshinone IIA,164676,17569103,
